t,y
1.388435374149659951e-01,-2.541814665684958729e+00
1.388662131519274312e-01,-3.711848655956293097e+00
1.388888888888888951e-01,-4.542996601792505196e+00
1.389115646258503312e-01,-4.959375980542175100e+00
1.389342403628117950e-01,-4.922971998573856034e+00
1.389569160997732589e-01,-4.437108283166757872e+00
1.389795918367346950e-01,-3.546143440481062559e+00
1.390022675736961588e-01,-2.331421183379609907e+00
1.390249433106575949e-01,-9.038437761964834838e-01
1.390476190476190588e-01,6.062531705751590394e-01
1.390702947845804949e-01,2.061000140030830430e+00
1.390929705215419587e-01,3.327580982639073426e+00
1.391156462585033948e-01,4.290358825374084972e+00
1.391383219954648587e-01,4.861433539478745125e+00
1.391609977324262948e-01,4.988666886332675965e+00
1.391836734693877586e-01,4.660442658048217446e+00
1.392063492063492225e-01,3.906727219291736830e+00
1.392290249433106586e-01,2.796333624514811156e+00
1.392517006802721224e-01,1.430639092448093841e+00
1.392743764172335585e-01,-6.567057724563017673e-02
1.392970521541950224e-01,-1.555984624753931067e+00
1.393197278911564585e-01,-2.904239681294196185e+00
1.393424036281179224e-01,-3.987342144366605279e+00
1.393650793650793585e-01,-4.706406433372785969e+00
1.393877551020408223e-01,-4.995783090272927218e+00
1.394104308390022584e-01,-4.829052473615337959e+00
1.394331065759637223e-01,-4.221436830965003217e+00
1.394557823129251861e-01,-3.228410531231137970e+00
1.394784580498866222e-01,-1.940635340541132514e+00
1.395011337868480861e-01,-4.756831431318692682e-01
1.395238095238095222e-01,1.032698189922356846e+00
1.395464852607709860e-01,2.446795774604963114e+00
1.395691609977324221e-01,3.637504687372413059e+00
1.395918367346938860e-01,4.496115045113051600e+00
1.396145124716553221e-01,4.944237049421317032e+00
1.396371882086167859e-01,4.940957854021377216e+00
1.396598639455782220e-01,4.486576844384208229e+00
1.396825396825396859e-01,3.622578304296853347e+00
1.397052154195011497e-01,2.427843964882985706e+00
1.397278911564625858e-01,1.011451224487375455e+00
1.397505668934240497e-01,-4.972854491828926360e-01
1.397732426303854858e-01,-1.960620730054710492e+00
1.397959183673469497e-01,-3.244954369042504005e+00
1.398185941043083858e-01,-4.233028690253083148e+00
1.398412698412698496e-01,-4.834634035546929276e+00
1.398639455782312857e-01,-4.994844766871823438e+00
1.398866213151927496e-01,-4.699033892115314082e+00
1.399092970521541857e-01,-3.974208486872955248e+00
1.399319727891156495e-01,-2.886543990191252185e+00
1.399546485260771134e-01,-1.535342489283948897e+00
1.399773242630385495e-01,-4.396659247004590376e-02
1.400000000000000133e-01,1.451423386272994609e+00
1.400226757369614494e-01,2.814300653487449733e+00
1.400453514739229133e-01,3.920236621444307623e+00
1.400680272108843494e-01,4.668261045845009782e+00
1.400907029478458132e-01,4.990080453054371645e+00
1.401133786848072493e-01,4.856313228669050019e+00
1.401360544217687132e-01,4.279172113494908558e+00
1.401587301587301493e-01,3.311349199192343384e+00
1.401814058956916131e-01,2.041205221753800814e+00
1.402040816326530770e-01,5.847023629060039696e-01
1.402267573696145131e-01,-9.251829178290973399e-01
1.402494331065759769e-01,-2.350600428334247649e+00
1.402721088435374130e-01,-3.561411753337204278e+00
1.402947845804988769e-01,-4.447071690565762125e+00
1.403174603174603130e-01,-4.926720856819843064e+00
1.403401360544217769e-01,-4.956568024673389417e+00
1.403628117913832130e-01,-4.533888193839173297e+00
1.403854875283446768e-01,-3.697271379484586173e+00
1.404081632653061129e-01,-2.523099403502895743e+00
1.404308390022675768e-01,-1.118572352238630829e+00
1.404535147392290406e-01,3.880786256729534811e-01
1.404761904761904767e-01,1.859298624959435209e+00
1.404988662131519406e-01,3.160767533930175510e+00
1.405215419501133767e-01,4.173663253031075548e+00
1.405442176870748405e-01,4.805509968866196857e+00
1.405668934240362766e-01,4.998621052999690839e+00
1.405895691609977405e-01,4.735365761965813824e+00
1.406122448979591766e-01,4.039778896890577009e+00
1.406349206349206404e-01,2.975366463301881481e+00
1.406575963718820765e-01,1.639307670998333855e+00
1.406802721088435404e-01,1.535826224062074030e-01
1.407029478458050042e-01,-1.346164282200440487e+00
1.407256235827664403e-01,-2.723008468769572588e+00
1.407482993197279042e-01,-3.851246191423438159e+00
1.407709750566893403e-01,-4.627871090134779486e+00
1.407936507936508042e-01,-4.981978512176247875e+00
1.408163265306122403e-01,-4.881238997301009519e+00
1.408390022675737041e-01,-4.334849907491668652e+00
1.408616780045351402e-01,-3.392695722029004823e+00
1.408843537414966041e-01,-2.140793661643109580e+00
1.409070294784580402e-01,-6.934404492341689208e-01
1.409297052154195040e-01,8.172228042574471996e-01
1.409523809523809679e-01,2.253274879000119135e+00
1.409750566893424040e-01,3.483606440447753805e+00
1.409977324263038678e-01,4.395890118913758471e+00
1.410204081632653039e-01,4.906835824779542499e+00
1.410430839002267678e-01,4.969795004931423676e+00
1.410657596371882039e-01,4.579019583544956973e+00
1.410884353741496677e-01,3.770186752522907803e+00
1.411111111111111038e-01,2.617141699028440183e+00
1.411337868480725677e-01,1.225155654043207587e+00
1.411564625850340038e-01,-2.786852082831794419e-01
1.411791383219954676e-01,-1.757082541892823535e+00
1.412018140589569315e-01,-3.075060955561857767e+00
1.412244897959183676e-01,-4.112291057479052547e+00
1.412471655328798315e-01,-4.774075342714001913e+00
1.412698412698412676e-01,-4.999993929022678252e+00
1.412925170068027314e-01,-4.769420798705014342e+00
1.413151927437641675e-01,-4.103406922135304669e+00
1.413378684807256314e-01,-3.062758336704481277e+00
1.413605442176870675e-01,-1.742484649608214697e+00
1.413832199546485313e-01,-2.631248075703035982e-01
1.414058956916099674e-01,1.240257922652852951e+00
1.414285714285714313e-01,2.630407021756191455e+00
1.414512471655328951e-01,3.780404025910275578e+00
1.414739229024943312e-01,4.585255986323869770e+00
1.414965986394557951e-01,4.971481163170263784e+00
1.415192743764172312e-01,4.903817794836910160e+00
1.415419501133786950e-01,4.388443442257122129e+00
1.415646258503401311e-01,3.472410987146711037e+00
1.415873015873015950e-01,2.239352776632789421e+00
1.416099773242630311e-01,8.018451192508346814e-01
1.416326530612244949e-01,-7.088697580111178453e-01
1.416553287981859310e-01,-2.154865922150003943e+00
1.416780045351473949e-01,-3.404126158634753985e+00
1.417006802721088587e-01,-4.342594939004135846e+00
1.417233560090702948e-01,-4.884591514314215566e+00
1.417460317460317587e-01,-4.980632435070210029e+00
1.417687074829931948e-01,-4.621949313668426207e+00
1.417913832199546587e-01,-3.841289364632594516e+00
1.418140589569160948e-01,-2.709925634551547002e+00
1.418367346938775586e-01,-1.331149883093075026e+00
1.418594104308389947e-01,1.691577949707499529e-01
1.418820861678004586e-01,1.654021627844596498e+00
1.419047619047618947e-01,2.987875842913804814e+00
1.419274376417233585e-01,4.048941612246844457e+00
1.419501133786848224e-01,4.740345271318677334e+00
1.419727891156462585e-01,4.998962734841944311e+00
1.419954648526077223e-01,4.801182628173918054e+00
1.420181405895691584e-01,4.165061969320752233e+00
1.420408163265306223e-01,3.148677591106440854e+00
1.420634920634920584e-01,1.844823816116579529e+00
1.420861678004535222e-01,3.725404784799737912e-01
1.421088435374149583e-01,-1.133755228958931660e+00
1.421315192743764222e-01,-2.536540836578224489e+00
1.421541950113378583e-01,-3.707744186853974888e+00
1.421768707482993221e-01,-4.540436224377894625e+00
1.421995464852607860e-01,-4.958593453315486066e+00
1.422222222222222221e-01,-4.924038765061158784e+00
1.422448979591836860e-01,-4.439926949237083420e+00
1.422675736961451221e-01,-3.550456666278540396e+00
1.422902494331065859e-01,-2.336835178056926754e+00
1.423129251700680220e-01,-9.098642504086645877e-01
1.423356009070294859e-01,6.001758768171121528e-01
1.423582766439909220e-01,2.055420874251585150e+00
1.423809523809523858e-01,3.323009123180860058e+00
1.424036281179138219e-01,4.287211775938747138e+00
1.424263038548752858e-01,4.859998620814108605e+00
1.424489795918367496e-01,4.989075104294618868e+00
1.424716553287981857e-01,4.662656742968400714e+00
1.424943310657596496e-01,3.910545028639375253e+00
1.425170068027210857e-01,2.801406598197170084e+00
1.425396825396825495e-01,1.436504075810591585e+00
1.425623582766439856e-01,-5.954904811777821799e-02
1.425850340136054495e-01,-1.550165436007311826e+00
1.426077097505668856e-01,-2.899254115865028236e+00
1.426303854875283494e-01,-3.983645376672862781e+00
1.426530612244897855e-01,-4.704335972590751425e+00
1.426757369614512494e-01,-4.995527966270755016e+00
1.426984126984127133e-01,-4.830635978819755927e+00
1.427210884353741494e-01,-4.224714393799831491e+00
1.427437641723356132e-01,-3.233082915275494074e+00
1.427664399092970493e-01,-1.946275964354432730e+00
1.427891156462585132e-01,-4.817770264793531099e-01
1.428117913832199493e-01,1.026707409171377039e+00
1.428344671201814131e-01,2.441455045471248031e+00
1.428571428571428492e-01,3.633301610169280771e+00
1.428798185941043131e-01,4.493433354292937665e+00
1.429024943310657492e-01,4.943321579210853578e+00
1.429251700680272130e-01,4.941892185435130536e+00
1.429478458049886769e-01,4.489275674407407379e+00
1.429705215419501130e-01,3.626795233922201156e+00
1.429931972789115768e-01,2.433193994953302575e+00
1.430158730158730129e-01,1.017445905528540528e+00
1.430385487528344768e-01,-4.911934222842292419e-01
1.430612244897959129e-01,-1.954987549938262070e+00
1.430839002267573767e-01,-3.240294336343886528e+00
1.431065759637188128e-01,-4.229767258753497572e+00
1.431292517006802767e-01,-4.833068968901567786e+00
1.431519274376417128e-01,-4.995118953246042715e+00
1.431746031746031766e-01,-4.701122298716700953e+00
1.431972789115646405e-01,-3.977920445405726646e+00
1.432199546485260766e-01,-2.891540604582018670e+00
1.432426303854875405e-01,-1.541167576361325064e+00
1.432653061224489766e-01,-5.008833078954292445e-02
1.432879818594104404e-01,1.445563901957919173e+00
1.433106575963718765e-01,2.809238385037990504e+00
1.433333333333333404e-01,3.916433746143453298e+00
1.433560090702947765e-01,4.666064760328756833e+00
1.433786848072562403e-01,4.989691274795998943e+00
1.434013605442176764e-01,4.857766689041674191e+00
1.434240362811791403e-01,4.282335513813229078e+00
1.434467120181406041e-01,3.315933725895641615e+00
1.434693877551020402e-01,2.046792314644172439e+00
1.434920634920635041e-01,5.907819290374988208e-01
1.435147392290249402e-01,-9.191659334452493280e-01
1.435374149659864040e-01,-2.345195367072242298e+00
1.435600907029478401e-01,-3.557112088935805883e+00
1.435827664399093040e-01,-4.444269975737306311e+00
1.436054421768707401e-01,-4.925672883797216350e+00
1.436281179138322039e-01,-4.957369471773581004e+00
1.436507936507936400e-01,-4.536465890181307969e+00
1.436734693877551039e-01,-3.701389985377134817e+00
1.436961451247165678e-01,-2.528382896592531459e+00
1.437188208616780039e-01,-1.124538357776239783e+00
1.437414965986394677e-01,3.819747947715617098e-01
1.437641723356009038e-01,1.853614239019074406e+00
1.437868480725623677e-01,3.156021568601294458e+00
1.438095238095238038e-01,4.170289007612414167e+00
1.438321995464852676e-01,4.803815506747622699e+00
1.438548752834467037e-01,4.998761075953291666e+00
1.438775510204081676e-01,4.737327486112380193e+00
1.439002267573696037e-01,4.043383219848666776e+00
1.439229024943310675e-01,2.980284315956696517e+00
1.439455782312925314e-01,1.645090061002457915e+00
1.439682539682539675e-01,1.597016264937647645e-01
1.439909297052154313e-01,-1.340267319644835364e+00
1.440136054421768674e-01,-2.717871931310646083e+00
1.440362811791383313e-01,-3.847339036992120764e+00
1.440589569160997674e-01,-4.625550035891320633e+00
1.440816326530612312e-01,-4.981455466784416863e+00
1.441043083900226673e-01,-4.882561713996544484e+00
1.441269841269841312e-01,-4.337897624284952514e+00
1.441496598639455951e-01,-3.397190187087199664e+00
1.441723356009070312e-01,-2.146324537256657283e+00
1.441950113378684950e-01,-6.995027750053737225e-01
1.442176870748299311e-01,8.111825092970523787e-01
1.442403628117913950e-01,2.247808084444331556e+00
1.442630385487528311e-01,3.479212256188017438e+00
1.442857142857142949e-01,4.392969727181382567e+00
1.443083900226757310e-01,4.905655852825288932e+00
1.443310657596371949e-01,4.970463182370693289e+00
1.443537414965986310e-01,4.581474906809969383e+00
1.443764172335600948e-01,3.774205054395181946e+00
1.443990929705215587e-01,2.622356114757642853e+00
1.444217687074829948e-01,1.231090115536763285e+00
1.444444444444444586e-01,-2.725725081902261593e-01
1.444671201814058947e-01,-1.751349683266552937e+00
1.444897959183673586e-01,-3.070231339534013504e+00
1.445124716553287947e-01,-4.108805620527254732e+00
1.445351473922902585e-01,-4.772252299844091716e+00
1.445578231292516946e-01,-4.999999721230580008e+00
1.445804988662131585e-01,-4.771254897171441023e+00
1.446031746031745946e-01,-4.106901876504807980e+00
1.446258503401360584e-01,-3.067595063046040682e+00
1.446485260770975223e-01,-1.748221562282490149e+00
1.446712018140589584e-01,-2.692381353215403950e-01
1.446938775510204223e-01,1.234326317202568468e+00
1.447165532879818584e-01,2.625198685012034794e+00
1.447392290249433222e-01,3.776394470966935479e+00
1.447619047619047583e-01,4.582811279349619404e+00
1.447845804988662222e-01,4.970824502132775713e+00
1.448072562358276583e-01,4.905009131874046524e+00
1.448299319727891221e-01,4.391374010139108996e+00
1.448526077097505582e-01,3.476813229555236973e+00
1.448752834467120221e-01,2.244824775641577119e+00
1.448979591836734859e-01,8.078872898079889620e-01
1.449206349206349220e-01,-7.028090567340867789e-01
1.449433106575963859e-01,-2.149340022815228846e+00
1.449659863945578220e-01,-3.399639567306365517e+00
1.449886621315192858e-01,-4.339557274535978948e+00
1.450113378684807219e-01,-4.883280110776545335e+00
1.450340136054421858e-01,-4.981167021578824183e+00
1.450566893424036219e-01,-4.624281083301894135e+00
1.450793650793650857e-01,-3.845205430427780957e+00
1.451020408163265218e-01,-2.715068465753929683e+00
1.451247165532879857e-01,-1.337049947164499208e+00
1.451473922902494496e-01,1.630391647618381623e-01
1.451700680272108857e-01,1.648243052972555578e+00
1.451927437641723495e-01,2.982964898337043813e+00
1.452154195011337856e-01,4.045346659610301820e+00
1.452380952380952495e-01,4.738394524242741213e+00
1.452607709750566856e-01,4.998834293519166749e+00
1.452834467120181494e-01,4.802888219098159439e+00
1.453061224489795855e-01,4.168445874677793483e+00
1.453287981859410494e-01,3.153430865567780295e+00
1.453514739229024855e-01,1.850512493070548548e+00
1.453741496598639493e-01,3.786451905152325992e-01
1.453968253968254132e-01,-1.127791832616628076e+00
1.454195011337868493e-01,-2.531263204792359556e+00
1.454421768707483131e-01,-3.703634159251305125e+00
1.454648526077097492e-01,-4.537869040123243991e+00
1.454875283446712131e-01,-4.957803492364425857e+00
1.455102040816326492e-01,-4.925098149627183730e+00
1.455328798185941130e-01,-4.442738959146789846e+00
1.455555555555555491e-01,-3.554764569374832650e+00
1.455782312925170130e-01,-2.342245669445838452e+00
1.456009070294784491e-01,-9.158833605889178386e-01
1.456235827664399129e-01,5.940976832995045198e-01
1.456462585034013768e-01,2.049838527071057293e+00
1.456689342403628129e-01,3.318432282001730016e+00
1.456916099773242768e-01,4.284058299288353133e+00
1.457142857142857129e-01,4.858556416234535824e+00
1.457369614512471767e-01,4.989475842835765285e+00
1.457596371882086128e-01,4.664863837820518278e+00
1.457823129251700767e-01,3.914356975454314380e+00
1.458049886621315128e-01,2.806475372124253020e+00
1.458276643990929766e-01,1.442366905624983264e+00
1.458503401360544127e-01,-5.342742971638586580e-02
1.458730158730158766e-01,-1.544343923314953404e+00
1.458956916099773404e-01,-2.894264203993354378e+00
1.459183673469387765e-01,-3.979942636858711857e+00
1.459410430839002404e-01,-4.702258459257622647e+00
1.459637188208616765e-01,-4.995265353173715894e+00
1.459863945578231403e-01,-4.832212242129385160e+00
1.460090702947845764e-01,-4.227985623111971236e+00
1.460317460317460403e-01,-3.237750452410974145e+00
1.460544217687074764e-01,-1.951913670387956712e+00
1.460770975056689402e-01,-4.878701875649438802e-01
1.460997732426303763e-01,1.020715089220787464e+00
1.461224489795918402e-01,2.436110656205228597e+00
1.461451247165533041e-01,3.629093086067914253e+00
1.461678004535147402e-01,4.490744927098572425e+00
1.461904761904762040e-01,4.942398698171462712e+00
1.462131519274376401e-01,4.942819108162844977e+00
1.462358276643991040e-01,4.491967774290387183e+00
1.462585034013605401e-01,3.631006726401850404e+00
1.462811791383220039e-01,2.438540377276942284e+00
1.463038548752834400e-01,1.023439061254569626e+00
1.463265306122449039e-01,-4.851006590092534765e-01
1.463492063492063400e-01,-1.949351438981979046e+00
1.463718820861678038e-01,-3.235629445925320535e+00
1.463945578231292677e-01,-4.226499486157993424e+00
1.464172335600907038e-01,-4.831496656713679450e+00
1.464399092970521676e-01,-4.995385651138571248e+00
1.464625850340136037e-01,-4.703203657584804631e+00
1.464852607709750676e-01,-3.981626440402057376e+00
1.465079365079365037e-01,-2.896532884091286064e+00
1.465306122448979675e-01,-1.546990352982191341e+00
1.465532879818594036e-01,-5.620999401749005031e-02
1.465759637188208675e-01,1.439702250512609361e+00
1.465986394557823036e-01,2.804171905090271366e+00
1.466213151927437675e-01,3.912624999481773447e+00
1.466439909297052313e-01,4.663861479636505436e+00
1.466666666666666674e-01,4.989294616193013177e+00
1.466893424036281313e-01,4.859212866845385115e+00
1.467120181405895674e-01,4.285492494226787130e+00
1.467346938775510312e-01,3.320513281486879187e+00
1.467573696145124673e-01,2.052376339066778410e+00
1.467800453514739312e-01,5.968606094935908768e-01
1.468027210884353673e-01,-9.131475710858809602e-01
1.468253968253968311e-01,-2.339786789988571147e+00
1.468480725623582672e-01,-3.552807091854080390e+00
1.468707482993197311e-01,-4.441461598237340880e+00
1.468934240362811949e-01,-4.924617526403901380e+00
1.469160997732426310e-01,-4.958163486984637380e+00
1.469387755102040949e-01,-4.539036785634611881e+00
1.469614512471655310e-01,-3.705503042293765592e+00
1.469841269841269948e-01,-2.533662599233094781e+00
1.470068027210884309e-01,-1.130502677452231763e+00
1.470294784580498948e-01,3.758703912277708281e-01
1.470521541950113309e-01,1.847927074215776067e+00
1.470748299319727947e-01,3.151270871892560166e+00
1.470975056689342308e-01,4.166908510263398924e+00
1.471201814058956947e-01,4.802113842941531985e+00
1.471428571428571586e-01,4.998893604965103599e+00
1.471655328798185947e-01,4.739282108247913960e+00
1.471882086167800585e-01,4.046981481127083669e+00
1.472108843537414946e-01,2.985197700688092759e+00
1.472335600907029585e-01,1.650869984754732567e+00
1.472562358276643946e-01,1.658203911641963346e-01
1.472789115646258584e-01,-1.334368347813217781e+00
1.473015873015872945e-01,-2.712731319328271606e+00
1.473242630385487584e-01,-3.843426114785421621e+00
1.473469387755101945e-01,-4.623222047208658481e+00
1.473696145124716583e-01,-4.980924953394595178e+00
1.473922902494331222e-01,-4.883877110951485356e+00
1.474149659863945583e-01,-4.340938837876405998e+00
1.474376417233560221e-01,-3.401679559215192050e+00
1.474603174603174582e-01,-2.151852195185665728e+00
1.474829931972789221e-01,-7.055640521112483965e-01
1.475056689342403582e-01,8.051409982433088697e-01
1.475283446712018220e-01,2.242337920063960155e+00
1.475510204081632581e-01,3.474812856033869135e+00
1.475736961451247220e-01,4.390042749685833634e+00
1.475963718820861581e-01,4.904468526509097259e+00
1.476190476190476220e-01,4.971123908291137816e+00
1.476417233560090858e-01,4.583923361711420341e+00
1.476643990929705219e-01,3.778217698131622893e+00
1.476870748299319858e-01,2.627566599157854732e+00
1.477097505668934219e-01,1.237022731428377931e+00
1.477324263038548857e-01,-2.664593994663848608e-01
1.477551020408163218e-01,-1.745614199086137130e+00
1.477777777777777857e-01,-3.065397120737801906e+00
1.478004535147392218e-01,-4.105314023819152780e+00
1.478231292517006856e-01,-4.770422102605271775e+00
1.478458049886621217e-01,-4.999998017639787129e+00
1.478684807256235856e-01,-4.773081842763883920e+00
1.478911564625850494e-01,-4.110390673971377140e+00
1.479138321995464855e-01,-3.072427190573227662e+00
1.479365079365079494e-01,-1.753955854095369249e+00
1.479591836734693855e-01,-2.753510594406467504e-01
1.479818594104308493e-01,1.228392861298760241e+00
1.480045351473922854e-01,2.619986412674515375e+00
1.480272108843537493e-01,3.772379254603986265e+00
1.480498866213151854e-01,4.580359702008826694e+00
1.480725623582766493e-01,4.970160389034911752e+00
1.480952380952380854e-01,4.906193115518343362e+00
1.481179138321995492e-01,4.394297994649071448e+00
1.481405895691610131e-01,3.481210259664242912e+00
1.481632653061224492e-01,2.250293409300269332e+00
1.481859410430839130e-01,8.139282492152213333e-01
1.482086167800453491e-01,-6.967473018350806013e-01
1.482312925170068130e-01,-2.143810901275220893e+00
1.482539682539682491e-01,-3.395147879374094124e+00
1.482766439909297129e-01,-4.336513104377344163e+00
1.482993197278911490e-01,-4.881961386421288296e+00
1.483219954648526129e-01,-4.981694140521971903e+00
1.483446712018140490e-01,-4.626605920398522365e+00
1.483673469387755128e-01,-3.849115731644749960e+00
1.483900226757369767e-01,-2.720207226633799991e+00
1.484126984126984128e-01,-1.342948006785457116e+00
1.484353741496598766e-01,1.569202901277523821e-01
1.484580498866213127e-01,1.642462007121824996e+00
1.484807256235827766e-01,2.978049481818245248e+00
1.485034013605442127e-01,4.041745642353246737e+00
1.485260770975056765e-01,4.736436673556474908e+00
1.485487528344671126e-01,4.998698358144832099e+00
1.485714285714285765e-01,4.804586609725666868e+00
1.485941043083900126e-01,4.171823530867629692e+00
1.486167800453514765e-01,3.158179412531381125e+00
1.486394557823129403e-01,1.856198395809482093e+00
1.486621315192743764e-01,3.847493349019683873e-01
1.486848072562358403e-01,-1.121826745530798641e+00
1.487074829931972764e-01,-2.525981778238398867e+00
1.487301587301587402e-01,-3.699518579308344712e+00
1.487528344671201763e-01,-4.535295052878125510e+00
1.487755102040816402e-01,-4.957006098873709021e+00
1.487981859410430763e-01,-4.926150150684136975e+00
1.488208616780045401e-01,-4.445544308681268042e+00
1.488435374149659762e-01,-3.559067143310104431e+00
1.488662131519274401e-01,-2.347652649433143335e+00
1.488888888888889039e-01,-9.219010977125177142e-01
1.489115646258503400e-01,5.880185991333906070e-01
1.489342403628118039e-01,2.044253106851857460e+00
1.489569160997732400e-01,3.313850465962249192e+00
1.489795918367347038e-01,4.280898400149294680e+00
1.490022675736961399e-01,4.857106927902656857e+00
1.490249433106576038e-01,4.989869101355118630e+00
1.490476190476190399e-01,4.667063939296602015e+00
1.490702947845805038e-01,3.918163054023252378e+00
1.490929705215419399e-01,2.811539938695273744e+00
1.491156462585034037e-01,1.448227573099772014e+00
1.491383219954648676e-01,-4.730573121987430296e-02
1.491609977324263037e-01,-1.538520095403151711e+00
1.491836734693877675e-01,-2.889269953154291137e+00
1.492063492063492036e-01,-3.976233930473775935e+00
1.492290249433106675e-01,-4.700173896486766090e+00
1.492517006802721036e-01,-4.994995251375605960e+00
1.492743764172335674e-01,-4.833781261180274846e+00
1.492970521541950035e-01,-4.231250513998540796e+00
1.493197278911564674e-01,-3.242413135641926125e+00
1.493424036281179035e-01,-1.957548450190929490e+00
1.493650793650793673e-01,-4.939626172551510042e-01
1.493877551020408312e-01,1.014721239058484992e+00
1.494104308390022673e-01,2.430762614820983103e+00
1.494331065759637311e-01,3.624879121375221835e+00
1.494557823129251672e-01,4.488049767559339820e+00
1.494784580498866311e-01,4.941468407686173236e+00
1.495011337868480672e-01,4.943738620814571050e+00
1.495238095238095311e-01,4.494653139995257618e+00
1.495464852607709672e-01,3.635212775422882459e+00
1.495691609977324310e-01,2.443883103839815440e+00
1.495918367346938671e-01,1.029430682681877540e+00
1.496145124716553310e-01,-4.790071684908600025e-01
1.496371882086167948e-01,-1.943712405639480556e+00
1.496598639455782309e-01,-3.230959704781955377e+00
1.496825396825396948e-01,-4.223225377363664990e+00
1.497052154195011309e-01,-4.829917101339829877e+00
1.497278911564625947e-01,-4.995644860149732303e+00
1.497505668934240308e-01,-4.705277965598561707e+00
1.497732426303854947e-01,-3.985326466303312998e+00
1.497959183673469308e-01,-2.901520821235756387e+00
1.498185941043083946e-01,-1.552810810418355780e+00
1.498412698412698307e-01,-6.233157297767252802e-02
1.498639455782312946e-01,1.433838440723529617e+00
1.498866213151927584e-01,2.799101221243522897e+00
1.499092970521541945e-01,3.908810387170601253e+00
1.499319727891156584e-01,4.661651207070097946e+00
1.499546485260770945e-01,4.988890477839921900e+00
1.499773242630385583e-01,4.860651759912935077e+00
1.499999999999999944e-01,4.288643050001593515e+00
1.500226757369614583e-01,3.325087859097164866e+00
1.500453514739228944e-01,2.057957286648199879e+00
1.500680272108843583e-01,6.029383951591086310e-01
1.500907029478457944e-01,-9.071278397712443375e-01
1.501133786848072582e-01,-2.334374705189546706e+00
1.501360544217687221e-01,-3.548496768548306868e+00
1.501587301587301582e-01,-4.438646562277116736e+00
1.501814058956916220e-01,-4.923554786221655988e+00
1.502040816326530581e-01,-4.958950069116347947e+00
1.502267573696145220e-01,-4.541600876347767546e+00
1.502494331065759581e-01,-3.709610544069114724e+00
1.502721088435374219e-01,-2.538938503508486377e+00
1.502947845804988580e-01,-1.136465302322923421e+00
1.503174603174603219e-01,3.697654241953246546e-01
1.503401360544217580e-01,1.842237139073396923e+00
1.503628117913832218e-01,3.146515450924263213e+00
1.503854875283446857e-01,4.163521766053817963e+00
1.504081632653061218e-01,4.800404979999620458e+00
1.504308390022675856e-01,4.999018639836492639e+00
1.504535147392290217e-01,4.741229625442485940e+00
1.504761904761904856e-01,4.050573675335465751e+00
1.504988662131519217e-01,2.990106610131033626e+00
1.505215419501133856e-01,1.656647433589054419e+00
1.505442176870748217e-01,1.719389072422235487e-01
1.505668934240362855e-01,-1.328467375551280805e+00
1.505895691609977494e-01,-2.707586640529049848e+00
1.506122448979591855e-01,-3.839507430667983279e+00
1.506349206349206493e-01,-4.620887127578120257e+00
1.506575963718820854e-01,-4.980386972802303802e+00
1.506802721088435493e-01,-4.885185186194330065e+00
1.507029478458049854e-01,-4.343973543707325469e+00
1.507256235827664492e-01,-3.406163831682693655e+00
1.507482993197278853e-01,-2.157376627145345616e+00
1.507709750566893492e-01,-7.116242714649696488e-01
1.507936507936507853e-01,7.990982801556516524e-01
1.508163265306122491e-01,2.236864394061686578e+00
1.508390022675737130e-01,3.470408246580715783e+00
1.508616780045351491e-01,4.387109190814030946e+00
1.508843537414966129e-01,4.903273847610964964e+00
1.509070294784580490e-01,4.971777181702347725e+00
1.509297052154195129e-01,4.586364944579595537e+00
1.509523809523809490e-01,3.782224677715145589e+00
1.509750566893424129e-01,2.632773144414822575e+00
1.509977324263038490e-01,1.242953492826315953e+00
1.510204081632653128e-01,-2.603458912761823507e-01
1.510430839002267489e-01,-1.739876097952114176e+00
1.510657596371882128e-01,-3.060558306422285213e+00
1.510884353741496766e-01,-4.101816272589859480e+00
1.511111111111111127e-01,-4.768584753740959137e+00
1.511337868480725766e-01,-4.999988818252856682e+00
1.511564625850340127e-01,-4.774901632743799418e+00
1.511791383219954765e-01,-4.113873309306043780e+00
1.512018140589569126e-01,-3.077254712040115692e+00
1.512244897959183765e-01,-1.759687516447037137e+00
1.512471655328798126e-01,-2.814635707656429342e-01
1.512698412698412764e-01,1.222457563836626182e+00
1.512925170068027125e-01,2.614770212559599294e+00
1.513151927437641764e-01,3.768358382842369458e+00
1.513378684807256402e-01,4.577901257977254446e+00
1.513605442176870763e-01,4.969488824872156485e+00
1.513832199546485402e-01,4.907369743994822286e+00
1.514058956916099763e-01,4.397215391404032836e+00
1.514285714285714401e-01,3.485602070883512926e+00
1.514512471655328762e-01,2.255758669408477246e+00
1.514739229024943401e-01,8.199679884128024954e-01
1.514965986394557762e-01,-6.906845023993873900e-01
1.515192743764172401e-01,-2.138278565819015764e+00
1.515419501133786762e-01,-3.390651101573364912e+00
1.515646258503401400e-01,-4.333462433093060007e+00
1.515873015873016039e-01,-4.880635343226404466e+00
1.516099773242630400e-01,-4.982213791109514567e+00
1.516326530612245038e-01,-4.628923821473012623e+00
1.516553287981859399e-01,-3.853020262422788278e+00
1.516780045351474038e-01,-2.725341909490195835e+00
1.517006802721088399e-01,-1.348844053111624364e+00
1.517233560090703037e-01,1.508011802462086437e-01
1.517460317460317398e-01,1.636678498956969596e+00
1.517687074829932037e-01,2.973129600726400312e+00
